Mile,Minute,Runners,Half
16,262,30,0
17,262,130,0
18,262,220,0
19,262,230,0
20,262,340,0
21,262,370,0
22,262,480,0
23,262,530,0
24,262,430,50
25,262,520,60
0,264,0,0
1,264,0,0
2,264,0,0
3,264,0,0
4,264,0,0
5,264,0,0
6,264,0,0
7,264,0,0
8,264,0,0
9,264,0,0
10,264,0,0
11,264,0,0
12,264,0,0
13,264,0,0
14,264,10,0
15,264,40,0
16,264,20,0
17,264,130,0
18,264,200,0
19,264,220,0
20,264,310,0
21,264,350,0
22,264,490,0
23,264,470,0
24,264,520,50
25,264,490,50
0,266,0,0
1,266,0,0
2,266,0,0
3,266,0,0
4,266,0,0
5,266,0,0
6,266,0,0
7,266,0,0
8,266,0,0
9,266,0,0
10,266,0,0
11,266,0,0
12,266,0,0
13,266,0,0
14,266,0,0
15,266,30,0
16,266,40,0
17,266,120,0
18,266,190,0
19,266,200,0
20,266,320,0
21,266,330,0
22,266,480,0
23,266,450,0
24,266,550,40
25,266,460,60
0,268,0,0
1,268,0,0
2,268,0,0
3,268,0,0
4,268,0,0
5,268,0,0
6,268,0,0
7,268,0,0
8,268,0,0
9,268,0,0
10,268,0,0
11,268,0,0
12,268,0,0
13,268,0,0
14,268,0,0
15,268,20,0
16,268,30,0
17,268,110,0
18,268,190,0
19,268,190,0
20,268,300,0
21,268,380,0
22,268,440,0
23,268,400,0
24,268,550,30
25,268,470,60
0,270,0,0
1,270,0,0
2,270,0,0
3,270,0,0
4,270,0,0
5,270,0,0
6,270,0,0
7,270,0,0
8,270,0,0
9,270,0,0
10,270,0,0
11,270,0,0
12,270,0,0
13,270,0,0
14,270,0,0
15,270,10,0
16,270,40,0
17,270,60,0
18,270,210,0
19,270,210,0
20,270,260,0
21,270,390,0
22,270,360,0
23,270,440,0
24,270,570,30
25,270,420,50
0,272,0,0
1,272,0,0
2,272,0,0
3,272,0,0
4,272,0,0
5,272,0,0
6,272,0,0
7,272,0,0
8,272,0,0
9,272,0,0
10,272,0,0
11,272,0,0
12,272,0,0
13,272,0,0
14,272,0,0
15,272,10,0
16,272,40,0
17,272,50,0
18,272,170,0
19,272,240,0
20,272,250,0
21,272,360,0
22,272,320,0
23,272,450,0
24,272,580,20
25,272,400,60
0,274,0,0
1,274,0,0
2,274,0,0
3,274,0,0
4,274,0,0
5,274,0,0
6,274,0,0
7,274,0,0
8,274,0,0
9,274,0,0
10,274,0,0
11,274,0,0
12,274,0,0
13,274,0,0
14,274,0,0
15,274,10,0
16,274,40,0
17,274,40,0
18,274,160,0
19,274,210,0
20,274,230,0
21,274,340,0
22,274,320,0
23,274,500,0
24,274,480,20
25,274,470,60
0,276,0,0
1,276,0,0
2,276,0,0
3,276,0,0
4,276,0,0
5,276,0,0
6,276,0,0
7,276,0,0
8,276,0,0
9,276,0,0
10,276,0,0
11,276,0,0
12,276,0,0
13,276,0,0
14,276,0,0
15,276,10,0
16,276,40,0
17,276,40,0
18,276,130,0
19,276,200,0
20,276,200,0
21,276,360,0
22,276,320,0
23,276,470,0
24,276,470,10
25,276,550,70
0,278,0,0
1,278,0,0
2,278,0,0
3,278,0,0
4,278,0,0
5,278,0,0
6,278,0,0
7,278,0,0
8,278,0,0
9,278,0,0
10,278,0,0
11,278,0,0
12,278,0,0
13,278,0,0
14,278,0,0
15,278,10,0
16,278,40,0
17,278,30,0
18,278,130,0
19,278,180,0
20,278,210,0
21,278,310,0
22,278,320,0
23,278,480,0
24,278,450,10
25,278,570,70
0,280,0,0
1,280,0,0
2,280,0,0
3,280,0,0
4,280,0,0
5,280,0,0
6,280,0,0
7,280,0,0
8,280,0,0
9,280,0,0
10,280,0,0
11,280,0,0
12,280,0,0
13,280,0,0
14,280,0,0
15,280,10,0
16,280,40,0
17,280,20,0
18,280,130,0
19,280,170,0
20,280,200,0
21,280,280,0
22,280,380,0
23,280,420,0
24,280,390,10
25,280,580,70
0,282,0,0
1,282,0,0
2,282,0,0
3,282,0,0
4,282,0,0
5,282,0,0
6,282,0,0
7,282,0,0
8,282,0,0
9,282,0,0
10,282,0,0
11,282,0,0
12,282,0,0
13,282,0,0
14,282,0,0
15,282,10,0
16,282,30,0
17,282,20,0
18,282,120,0
19,282,160,0
20,282,190,0
21,282,290,0
22,282,370,0
23,282,330,0
24,282,460,10
25,282,560,40
0,284,0,0
1,284,0,0
2,284,0,0
3,284,0,0
4,284,0,0
5,284,0,0
6,284,0,0
7,284,0,0
8,284,0,0
9,284,0,0
10,284,0,0
11,284,0,0
12,284,0,0
13,284,0,0
14,284,0,0
15,284,0,0
16,284,20,0
17,284,30,0
18,284,60,0
19,284,200,0
20,284,210,0
21,284,250,0
22,284,360,0
23,284,310,0
24,284,450,0
25,284,570,50
0,286,0,0
1,286,0,0
2,286,0,0
3,286,0,0
4,286,0,0
5,286,0,0
6,286,0,0
7,286,0,0
8,286,0,0
9,286,0,0
10,286,0,0
11,286,0,0
12,286,0,0
13,286,0,0
14,286,0,0
15,286,0,0
16,286,10,0
17,286,40,0
18,286,50,0
19,286,170,0
20,286,220,0
21,286,210,0
22,286,360,0
23,286,300,0
24,286,480,0
25,286,520,50
0,288,0,0
1,288,0,0
2,288,0,0
3,288,0,0
4,288,0,0
5,288,0,0
6,288,0,0
7,288,0,0
8,288,0,0
9,288,0,0
10,288,0,0
11,288,0,0
12,288,0,0
13,288,0,0
14,288,0,0
15,288,0,0
16,288,10,0
17,288,40,0
18,288,40,0
19,288,170,0
20,288,200,0
21,288,200,0
22,288,330,0
23,288,320,0
24,288,470,0
25,288,470,40
0,290,0,0
1,290,0,0
2,290,0,0
3,290,0,0
4,290,0,0
5,290,0,0
6,290,0,0
7,290,0,0
8,290,0,0
9,290,0,0
10,290,0,0
11,290,0,0
12,290,0,0
13,290,0,0
14,290,0,0
15,290,0,0
16,290,10,0
17,290,40,0
18,290,40,0
19,290,160,0
20,290,160,0
21,290,210,0
22,290,320,0
23,290,310,0
24,290,460,0
25,290,450,30
0,292,0,0
1,292,0,0
2,292,0,0
3,292,0,0
4,292,0,0
5,292,0,0
6,292,0,0
7,292,0,0
8,292,0,0
9,292,0,0
10,292,0,0
11,292,0,0
12,292,0,0
13,292,0,0
14,292,0,0
15,292,0,0
16,292,10,0
17,292,40,0
18,292,30,0
19,292,130,0
20,292,180,0
21,292,200,0
22,292,280,0
23,292,360,0
24,292,430,0
25,292,390,30
0,294,0,0
1,294,0,0
2,294,0,0
3,294,0,0
4,294,0,0
5,294,0,0
6,294,0,0
7,294,0,0
8,294,0,0
9,294,0,0
10,294,0,0
11,294,0,0
12,294,0,0
13,294,0,0
14,294,0,0
15,294,0,0
16,294,10,0
17,294,40,0
18,294,30,0
19,294,130,0
20,294,170,0
21,294,160,0
22,294,290,0
23,294,370,0
24,294,340,0
25,294,430,20
0,296,0,0
1,296,0,0
2,296,0,0
3,296,0,0
4,296,0,0
5,296,0,0
6,296,0,0
7,296,0,0
8,296,0,0
9,296,0,0
10,296,0,0
11,296,0,0
12,296,0,0
13,296,0,0
14,296,0,0
15,296,0,0
16,296,10,0
17,296,40,0
18,296,20,0
19,296,110,0
20,296,170,0
21,296,180,0
22,296,280,0
23,296,340,0
24,296,280,0
25,296,490,20
0,298,0,0
1,298,0,0
2,298,0,0
3,298,0,0
4,298,0,0
5,298,0,0
6,298,0,0
7,298,0,0
8,298,0,0
9,298,0,0
10,298,0,0
11,298,0,0
12,298,0,0
13,298,0,0
14,298,0,0
15,298,0,0
16,298,10,0
17,298,30,0
18,298,20,0
19,298,60,0
20,298,200,0
21,298,190,0
22,298,230,0
23,298,360,0
24,298,250,0
25,298,520,20
0,300,0,0
1,300,0,0
2,300,0,0
3,300,0,0
4,300,0,0
5,300,0,0
6,300,0,0
7,300,0,0
8,300,0,0
9,300,0,0
10,300,0,0
11,300,0,0
12,300,0,0
13,300,0,0
14,300,0,0
15,300,0,0
16,300,0,0
17,300,20,0
18,300,30,0
19,300,50,0
20,300,170,0
21,300,210,0
22,300,210,0
23,300,330,0
24,300,290,0
25,300,480,10
0,302,0,0
1,302,0,0
2,302,0,0
3,302,0,0
4,302,0,0
5,302,0,0
6,302,0,0
7,302,0,0
8,302,0,0
9,302,0,0
10,302,0,0
11,302,0,0
12,302,0,0
13,302,0,0
14,302,0,0
15,302,0,0
16,302,0,0
17,302,20,0
18,302,30,0
19,302,50,0
20,302,160,0
21,302,190,0
22,302,180,0
23,302,330,0
24,302,310,0
25,302,460,10
0,304,0,0
1,304,0,0
2,304,0,0
3,304,0,0
4,304,0,0
5,304,0,0
6,304,0,0
7,304,0,0
8,304,0,0
9,304,0,0
10,304,0,0
11,304,0,0
12,304,0,0
13,304,0,0
14,304,0,0
15,304,0,0
16,304,0,0
17,304,10,0
18,304,40,0
19,304,40,0
20,304,160,0
21,304,160,0
22,304,190,0
23,304,280,0
24,304,350,0
25,304,430,10
0,306,0,0
1,306,0,0
2,306,0,0
3,306,0,0
4,306,0,0
5,306,0,0
6,306,0,0
7,306,0,0
8,306,0,0
9,306,0,0
10,306,0,0
11,306,0,0
12,306,0,0
13,306,0,0
14,306,0,0
15,306,0,0
16,306,0,0
17,306,10,0
18,306,40,0
19,306,30,0
20,306,150,0
21,306,160,0
22,306,190,0
23,306,270,0
24,306,360,0
25,306,340,10
0,308,0,0
1,308,0,0
2,308,0,0
3,308,0,0
4,308,0,0
5,308,0,0
6,308,0,0
7,308,0,0
8,308,0,0
9,308,0,0
10,308,0,0
11,308,0,0
12,308,0,0
13,308,0,0
14,308,0,0
15,308,0,0
16,308,0,0
17,308,10,0
18,308,40,0
19,308,30,0
20,308,130,0
21,308,160,0
22,308,180,0
23,308,260,0
24,308,380,0
25,308,270,0
0,310,0,0
1,310,0,0
2,310,0,0
3,310,0,0
4,310,0,0
5,310,0,0
6,310,0,0
7,310,0,0
8,310,0,0
9,310,0,0
10,310,0,0
11,310,0,0
12,310,0,0
13,310,0,0
14,310,0,0
15,310,0,0
16,310,0,0
17,310,10,0
18,310,40,0
19,310,30,0
20,310,130,0
21,310,140,0
22,310,180,0
23,310,250,0
24,310,340,0
25,310,240,0
0,312,0,0
1,312,0,0
2,312,0,0
3,312,0,0
4,312,0,0
5,312,0,0
6,312,0,0
7,312,0,0
8,312,0,0
9,312,0,0
10,312,0,0
11,312,0,0
12,312,0,0
13,312,0,0
14,312,0,0
15,312,0,0
16,312,0,0
17,312,10,0
18,312,40,0
19,312,10,0
20,312,80,0
21,312,190,0
22,312,180,0
23,312,210,0
24,312,360,0
25,312,240,0
0,314,0,0
1,314,0,0
2,314,0,0
3,314,0,0
4,314,0,0
5,314,0,0
6,314,0,0
7,314,0,0
8,314,0,0
9,314,0,0
10,314,0,0
11,314,0,0
12,314,0,0
13,314,0,0
14,314,0,0
15,314,0,0
16,314,0,0
17,314,10,0
18,314,30,0
19,314,20,0
20,314,60,0
21,314,170,0
22,314,190,0
23,314,190,0
24,314,300,0
25,314,310,0
0,316,0,0
1,316,0,0
2,316,0,0
3,316,0,0
4,316,0,0
5,316,0,0
6,316,0,0
7,316,0,0
8,316,0,0
9,316,0,0
10,316,0,0
11,316,0,0
12,316,0,0
13,316,0,0
14,316,0,0
15,316,0,0
16,316,0,0
17,316,10,0
18,316,20,0
19,316,30,0
20,316,40,0
21,316,160,0
22,316,180,0
23,316,190,0
24,316,320,0
25,316,290,0
0,318,0,0
1,318,0,0
2,318,0,0
3,318,0,0
4,318,0,0
5,318,0,0
6,318,0,0
7,318,0,0
8,318,0,0
9,318,0,0
10,318,0,0
11,318,0,0
12,318,0,0
13,318,0,0
14,318,0,0
15,318,0,0
16,318,0,0
17,318,0,0
18,318,20,0
19,318,30,0
20,318,40,0
21,318,170,0
22,318,150,0
23,318,180,0
24,318,280,0
25,318,360,0
0,320,0,0
1,320,0,0
2,320,0,0
3,320,0,0
4,320,0,0
5,320,0,0
6,320,0,0
7,320,0,0
8,320,0,0
9,320,0,0
10,320,0,0
11,320,0,0
12,320,0,0
13,320,0,0
14,320,0,0
15,320,0,0
16,320,0,0
17,320,0,0
18,320,10,0
19,320,40,0
20,320,40,0
21,320,140,0
22,320,160,0
23,320,180,0
24,320,260,0
25,320,360,0
0,322,0,0
1,322,0,0
2,322,0,0
3,322,0,0
4,322,0,0
5,322,0,0
6,322,0,0
7,322,0,0
8,322,0,0
9,322,0,0
10,322,0,0
11,322,0,0
12,322,0,0
13,322,0,0
14,322,0,0
15,322,0,0
16,322,0,0
17,322,0,0
18,322,10,0
19,322,40,0
20,322,30,0
21,322,140,0
22,322,150,0
23,322,180,0
24,322,250,0
25,322,350,0
0,324,0,0
1,324,0,0
2,324,0,0
3,324,0,0
4,324,0,0
5,324,0,0
6,324,0,0
7,324,0,0
8,324,0,0
9,324,0,0
10,324,0,0
11,324,0,0
12,324,0,0
13,324,0,0
14,324,0,0
15,324,0,0
16,324,0,0
17,324,0,0
18,324,10,0
19,324,40,0
20,324,30,0
21,324,130,0
22,324,140,0
23,324,180,0
24,324,210,0
25,324,360,0
0,326,0,0
1,326,0,0
2,326,0,0
3,326,0,0
4,326,0,0
5,326,0,0
6,326,0,0
7,326,0,0
8,326,0,0
9,326,0,0
10,326,0,0
11,326,0,0
12,326,0,0
13,326,0,0
14,326,0,0
15,326,0,0
16,326,0,0
17,326,0,0
18,326,10,0
19,326,40,0
20,326,30,0
21,326,110,0
22,326,140,0
23,326,180,0
24,326,190,0
25,326,300,0
0,328,0,0
1,328,0,0
2,328,0,0
3,328,0,0
4,328,0,0
5,328,0,0
6,328,0,0
7,328,0,0
8,328,0,0
9,328,0,0
10,328,0,0
11,328,0,0
12,328,0,0
13,328,0,0
14,328,0,0
15,328,0,0
16,328,0,0
17,328,0,0
18,328,10,0
19,328,40,0
20,328,10,0
21,328,70,0
22,328,180,0
23,328,170,0
24,328,170,0
25,328,320,0
0,330,0,0
1,330,0,0
2,330,0,0
3,330,0,0
4,330,0,0
5,330,0,0
6,330,0,0
7,330,0,0
8,330,0,0
9,330,0,0
10,330,0,0
11,330,0,0
12,330,0,0
13,330,0,0
14,330,0,0
15,330,0,0
16,330,0,0
17,330,0,0
18,330,10,0
19,330,30,0
20,330,20,0
21,330,50,0
22,330,150,0
23,330,180,0
24,330,170,0
25,330,320,0
0,332,0,0
1,332,0,0
2,332,0,0
3,332,0,0
4,332,0,0
5,332,0,0
6,332,0,0
7,332,0,0
8,332,0,0
9,332,0,0
10,332,0,0
11,332,0,0
12,332,0,0
13,332,0,0
14,332,0,0
15,332,0,0
16,332,0,0
17,332,0,0
18,332,10,0
19,332,20,0
20,332,30,0
21,332,40,0
22,332,160,0
23,332,160,0
24,332,160,0
25,332,290,0
0,334,0,0
1,334,0,0
2,334,0,0
3,334,0,0
4,334,0,0
5,334,0,0
6,334,0,0
7,334,0,0
8,334,0,0
9,334,0,0
10,334,0,0
11,334,0,0
12,334,0,0
13,334,0,0
14,334,0,0
15,334,0,0
16,334,0,0
17,334,0,0
18,334,10,0
19,334,20,0
20,334,20,0
21,334,40,0
22,334,170,0
23,334,140,0
24,334,160,0
25,334,260,0
0,336,0,0
1,336,0,0
2,336,0,0
3,336,0,0
4,336,0,0
5,336,0,0
6,336,0,0
7,336,0,0
8,336,0,0
9,336,0,0
10,336,0,0
11,336,0,0
12,336,0,0
13,336,0,0
14,336,0,0
15,336,0,0
16,336,0,0
17,336,0,0
18,336,0,0
19,336,10,0
20,336,40,0
21,336,30,0
22,336,150,0
23,336,140,0
24,336,180,0
25,336,240,0
0,338,0,0
1,338,0,0
2,338,0,0
3,338,0,0
4,338,0,0
5,338,0,0
6,338,0,0
7,338,0,0
8,338,0,0
9,338,0,0
10,338,0,0
11,338,0,0
12,338,0,0
13,338,0,0
14,338,0,0
15,338,0,0
16,338,0,0
17,338,0,0
18,338,0,0
19,338,10,0
20,338,40,0
21,338,30,0
22,338,140,0
23,338,140,0
24,338,170,0
25,338,190,0
0,340,0,0
1,340,0,0
2,340,0,0
3,340,0,0
4,340,0,0
5,340,0,0
6,340,0,0
7,340,0,0
8,340,0,0
9,340,0,0
10,340,0,0
11,340,0,0
12,340,0,0
13,340,0,0
14,340,0,0
15,340,0,0
16,340,0,0
17,340,0,0
18,340,0,0
19,340,10,0
20,340,40,0
21,340,30,0
22,340,120,0
23,340,130,0
24,340,180,0
25,340,180,0
0,342,0,0
1,342,0,0
2,342,0,0
3,342,0,0
4,342,0,0
5,342,0,0
6,342,0,0
7,342,0,0
8,342,0,0
9,342,0,0
10,342,0,0
11,342,0,0
12,342,0,0
13,342,0,0
14,342,0,0
15,342,0,0
16,342,0,0
17,342,0,0
18,342,0,0
19,342,10,0
20,342,40,0
21,342,30,0
22,342,50,0
23,342,190,0
24,342,160,0
25,342,160,0
0,344,0,0
1,344,0,0
2,344,0,0
3,344,0,0
4,344,0,0
5,344,0,0
6,344,0,0
7,344,0,0
8,344,0,0
9,344,0,0
10,344,0,0
11,344,0,0
12,344,0,0
13,344,0,0
14,344,0,0
15,344,0,0
16,344,0,0
17,344,0,0
18,344,0,0
19,344,10,0
20,344,40,0
21,344,20,0
22,344,50,0
23,344,170,0
24,344,150,0
25,344,160,0
0,346,0,0
1,346,0,0
2,346,0,0
3,346,0,0
4,346,0,0
5,346,0,0
6,346,0,0
7,346,0,0
8,346,0,0
9,346,0,0
10,346,0,0
11,346,0,0
12,346,0,0
13,346,0,0
14,346,0,0
15,346,0,0
16,346,0,0
17,346,0,0
18,346,0,0
19,346,10,0
20,346,30,0
21,346,20,0
22,346,50,0
23,346,150,0
24,346,160,0
25,346,160,0
0,348,0,0
1,348,0,0
2,348,0,0
3,348,0,0
4,348,0,0
5,348,0,0
6,348,0,0
7,348,0,0
8,348,0,0
9,348,0,0
10,348,0,0
11,348,0,0
12,348,0,0
13,348,0,0
14,348,0,0
15,348,0,0
16,348,0,0
17,348,0,0
18,348,0,0
19,348,10,0
20,348,20,0
21,348,30,0
22,348,50,0
23,348,150,0
24,348,140,0
25,348,160,0
0,350,0,0
1,350,0,0
2,350,0,0
3,350,0,0
4,350,0,0
5,350,0,0
6,350,0,0
7,350,0,0
8,350,0,0
9,350,0,0
10,350,0,0
11,350,0,0
12,350,0,0
13,350,0,0
14,350,0,0
15,350,0,0
16,350,0,0
17,350,0,0
18,350,0,0
19,350,10,0
20,350,20,0
21,350,20,0
22,350,40,0
23,350,140,0
24,350,140,0
25,350,190,0
0,352,0,0
1,352,0,0
2,352,0,0
3,352,0,0
4,352,0,0
5,352,0,0
6,352,0,0
7,352,0,0
8,352,0,0
9,352,0,0
10,352,0,0
11,352,0,0
12,352,0,0
13,352,0,0
14,352,0,0
15,352,0,0
16,352,0,0
17,352,0,0
18,352,0,0
19,352,10,0
20,352,20,0
21,352,20,0
22,352,30,0
23,352,150,0
24,352,140,0
25,352,160,0
0,354,0,0
1,354,0,0
2,354,0,0
3,354,0,0
4,354,0,0
5,354,0,0
6,354,0,0
7,354,0,0
8,354,0,0
9,354,0,0
10,354,0,0
11,354,0,0
12,354,0,0
13,354,0,0
14,354,0,0
15,354,0,0
16,354,0,0
17,354,0,0
18,354,0,0
19,354,0,0
20,354,10,0
21,354,40,0
22,354,30,0
23,354,140,0
24,354,120,0
25,354,180,0
0,356,0,0
1,356,0,0
2,356,0,0
3,356,0,0
4,356,0,0
5,356,0,0
6,356,0,0
7,356,0,0
8,356,0,0
9,356,0,0
10,356,0,0
11,356,0,0
12,356,0,0
13,356,0,0
14,356,0,0
15,356,0,0
16,356,0,0
17,356,0,0
18,356,0,0
19,356,0,0
20,356,10,0
21,356,40,0
22,356,30,0
23,356,90,0
24,356,150,0
25,356,150,0
0,358,0,0
1,358,0,0
2,358,0,0
3,358,0,0
4,358,0,0
5,358,0,0
6,358,0,0
7,358,0,0
8,358,0,0
9,358,0,0
10,358,0,0
11,358,0,0
12,358,0,0
13,358,0,0
14,358,0,0
15,358,0,0
16,358,0,0
17,358,0,0
18,358,0,0
19,358,0,0
20,358,10,0
21,358,40,0
22,358,20,0
23,358,60,0
24,358,180,0
25,358,140,0
0,360,0,0
1,360,0,0
2,360,0,0
3,360,0,0
4,360,0,0
5,360,0,0
6,360,0,0
7,360,0,0
8,360,0,0
9,360,0,0
10,360,0,0
11,360,0,0
12,360,0,0
13,360,0,0
14,360,0,0
15,360,0,0
16,360,0,0
17,360,0,0
18,360,0,0
19,360,0,0
20,360,10,0
21,360,40,0
22,360,20,0
23,360,50,0
24,360,160,0
25,360,140,0
0,362,0,0
1,362,0,0
2,362,0,0
3,362,0,0
4,362,0,0
5,362,0,0
6,362,0,0
7,362,0,0
8,362,0,0
9,362,0,0
10,362,0,0
11,362,0,0
12,362,0,0
13,362,0,0
14,362,0,0
15,362,0,0
16,362,0,0
17,362,0,0
18,362,0,0
19,362,0,0
20,362,10,0
21,362,30,0
22,362,20,0
23,362,50,0
24,362,150,0
25,362,150,0
0,364,0,0
1,364,0,0
2,364,0,0
3,364,0,0
4,364,0,0
5,364,0,0
6,364,0,0
7,364,0,0
8,364,0,0
9,364,0,0
10,364,0,0
11,364,0,0
12,364,0,0
13,364,0,0
14,364,0,0
15,364,0,0
16,364,0,0
17,364,0,0
18,364,0,0
19,364,0,0
20,364,10,0
21,364,30,0
22,364,20,0
23,364,50,0
24,364,130,0
25,364,140,0
0,366,0,0
1,366,0,0
2,366,0,0
3,366,0,0
4,366,0,0
5,366,0,0
6,366,0,0
7,366,0,0
8,366,0,0
9,366,0,0
10,366,0,0
11,366,0,0
12,366,0,0
13,366,0,0
14,366,0,0
15,366,0,0
16,366,0,0
17,366,0,0
18,366,0,0
19,366,0,0
20,366,10,0
21,366,20,0
22,366,30,0
23,366,30,0
24,366,140,0
25,366,140,0
0,368,0,0
1,368,0,0
2,368,0,0
3,368,0,0
4,368,0,0
5,368,0,0
6,368,0,0
7,368,0,0
8,368,0,0
9,368,0,0
10,368,0,0
11,368,0,0
12,368,0,0
13,368,0,0
14,368,0,0
15,368,0,0
16,368,0,0
17,368,0,0
18,368,0,0
19,368,0,0
20,368,10,0
21,368,20,0
22,368,20,0
23,368,30,0
24,368,150,0
25,368,120,0
0,370,0,0
1,370,0,0
2,370,0,0
3,370,0,0
4,370,0,0
5,370,0,0
6,370,0,0
7,370,0,0
8,370,0,0
9,370,0,0
10,370,0,0
11,370,0,0
12,370,0,0
13,370,0,0
14,370,0,0
15,370,0,0
16,370,0,0
17,370,0,0
18,370,0,0
19,370,0,0
20,370,10,0
21,370,0,0
22,370,40,0
23,370,30,0
24,370,130,0
25,370,120,0
0,372,0,0
1,372,0,0
2,372,0,0
3,372,0,0
4,372,0,0
5,372,0,0
6,372,0,0
7,372,0,0
8,372,0,0
9,372,0,0
10,372,0,0
11,372,0,0
12,372,0,0
13,372,0,0
14,372,0,0
15,372,0,0
16,372,0,0
17,372,0,0
18,372,0,0
19,372,0,0
20,372,0,0
21,372,10,0
22,372,40,0
23,372,30,0
24,372,80,0
25,372,150,0
0,374,0,0
1,374,0,0
2,374,0,0
3,374,0,0
4,374,0,0
5,374,0,0
6,374,0,0
7,374,0,0
8,374,0,0
9,374,0,0
10,374,0,0
11,374,0,0
12,374,0,0
13,374,0,0
14,374,0,0
15,374,0,0
16,374,0,0
17,374,0,0
18,374,0,0
19,374,0,0
20,374,0,0
21,374,10,0
22,374,40,0
23,374,20,0
24,374,60,0
25,374,170,0
0,376,0,0
1,376,0,0
2,376,0,0
3,376,0,0
4,376,0,0
5,376,0,0
6,376,0,0
7,376,0,0
8,376,0,0
9,376,0,0
10,376,0,0
11,376,0,0
12,376,0,0
13,376,0,0
14,376,0,0
15,376,0,0
16,376,0,0
17,376,0,0
18,376,0,0
19,376,0,0
20,376,0,0
21,376,10,0
22,376,40,0
23,376,20,0
24,376,50,0
25,376,160,0
0,378,0,0
1,378,0,0
2,378,0,0
3,378,0,0
4,378,0,0
5,378,0,0
6,378,0,0
7,378,0,0
8,378,0,0
9,378,0,0
10,378,0,0
11,378,0,0
12,378,0,0
13,378,0,0
14,378,0,0
15,378,0,0
16,378,0,0
17,378,0,0
18,378,0,0
19,378,0,0
20,378,0,0
21,378,10,0
22,378,30,0
23,378,20,0
24,378,60,0
25,378,140,0
0,380,0,0
1,380,0,0
2,380,0,0
3,380,0,0
4,380,0,0
5,380,0,0
6,380,0,0
7,380,0,0
8,380,0,0
9,380,0,0
10,380,0,0
11,380,0,0
12,380,0,0
13,380,0,0
14,380,0,0
15,380,0,0
16,380,0,0
17,380,0,0
18,380,0,0
19,380,0,0
20,380,0,0
21,380,10,0
22,380,30,0
23,380,20,0
24,380,40,0
25,380,140,0
0,382,0,0
1,382,0,0
2,382,0,0
3,382,0,0
4,382,0,0
5,382,0,0
6,382,0,0
7,382,0,0
8,382,0,0
9,382,0,0
10,382,0,0
11,382,0,0
12,382,0,0
13,382,0,0
14,382,0,0
15,382,0,0
16,382,0,0
17,382,0,0
18,382,0,0
19,382,0,0
20,382,0,0
21,382,10,0
22,382,20,0
23,382,30,0
24,382,30,0
25,382,140,0
0,384,0,0
1,384,0,0
2,384,0,0
3,384,0,0
4,384,0,0
5,384,0,0
6,384,0,0
7,384,0,0
8,384,0,0
9,384,0,0
10,384,0,0
11,384,0,0
12,384,0,0
13,384,0,0
14,384,0,0
15,384,0,0
16,384,0,0
17,384,0,0
18,384,0,0
19,384,0,0
20,384,0,0
21,384,10,0
22,384,20,0
23,384,20,0
24,384,30,0
25,384,150,0
0,386,0,0
1,386,0,0
2,386,0,0
3,386,0,0
4,386,0,0
5,386,0,0
6,386,0,0
7,386,0,0
8,386,0,0
9,386,0,0
10,386,0,0
11,386,0,0
12,386,0,0
13,386,0,0
14,386,0,0
15,386,0,0
16,386,0,0
17,386,0,0
18,386,0,0
19,386,0,0
20,386,0,0
21,386,10,0
22,386,20,0
23,386,20,0
24,386,30,0
25,386,100,0
0,388,0,0
1,388,0,0
2,388,0,0
3,388,0,0
4,388,0,0
5,388,0,0
6,388,0,0
7,388,0,0
8,388,0,0
9,388,0,0
10,388,0,0
11,388,0,0
12,388,0,0
13,388,0,0
14,388,0,0
15,388,0,0
16,388,0,0
17,388,0,0
18,388,0,0
19,388,0,0
20,388,0,0
21,388,10,0
22,388,0,0
23,388,40,0
24,388,30,0
25,388,80,0
0,390,0,0
1,390,0,0
2,390,0,0
3,390,0,0
4,390,0,0
5,390,0,0
6,390,0,0
7,390,0,0
8,390,0,0
9,390,0,0
10,390,0,0
11,390,0,0
12,390,0,0
13,390,0,0
14,390,0,0
15,390,0,0
16,390,0,0
17,390,0,0
18,390,0,0
19,390,0,0
20,390,0,0
21,390,0,0
22,390,10,0
23,390,40,0
24,390,20,0
25,390,50,0
0,392,0,0
1,392,0,0
2,392,0,0
3,392,0,0
4,392,0,0
5,392,0,0
6,392,0,0
7,392,0,0
8,392,0,0
9,392,0,0
10,392,0,0
11,392,0,0
12,392,0,0
13,392,0,0
14,392,0,0
15,392,0,0
16,392,0,0
17,392,0,0
18,392,0,0
19,392,0,0
20,392,0,0
21,392,0,0
22,392,10,0
23,392,40,0
24,392,20,0
25,392,50,0
0,394,0,0
1,394,0,0
2,394,0,0
3,394,0,0
4,394,0,0
5,394,0,0
6,394,0,0
7,394,0,0
8,394,0,0
9,394,0,0
10,394,0,0
11,394,0,0
12,394,0,0
13,394,0,0
14,394,0,0
15,394,0,0
16,394,0,0
17,394,0,0
18,394,0,0
19,394,0,0
20,394,0,0
21,394,0,0
22,394,10,0
23,394,40,0
24,394,20,0
25,394,50,0
0,396,0,0
1,396,0,0
2,396,0,0
3,396,0,0
4,396,0,0
5,396,0,0
6,396,0,0
7,396,0,0
8,396,0,0
9,396,0,0
10,396,0,0
11,396,0,0
12,396,0,0
13,396,0,0
14,396,0,0
15,396,0,0
16,396,0,0
17,396,0,0
18,396,0,0
19,396,0,0
20,396,0,0
21,396,0,0
